Employee_ID,Age,Gender,Marital_Status,Department,Job_Role,Job_Level,Monthly_Income,Hourly_Rate,Years_at_Company,Years_in_Current_Role,Years_Since_Last_Promotion,Work_Life_Balance,Job_Satisfaction,Performance_Rating,Training_Hours_Last_Year,Overtime,Project_Count,Average_Hours_Worked_Per_Week,Absenteeism,Work_Environment_Satisfaction,Relationship_with_Manager,Job_Involvement,Distance_From_Home,Number_of_Companies_Worked,Attrition
104,54,Male,Single,HR,Assistant,5,14159,70,19,9,6,1,4,2,83,No,3,32,10,1,4,4,31,1,No
5749,40,Female,Married,Sales,Analyst,5,9915,97,24,6,5,1,4,2,46,Yes,8,55,18,2,1,3,45,1,Yes
1419,52,Male,Single,Marketing,Executive,4,8003,54,2,5,7,2,5,4,58,No,4,33,3,2,1,4,47,1,No
1659,25,Female,Married,Sales,Assistant,5,17942,54,10,3,7,2,5,1,39,Yes,6,51,2,3,2,1,3,1,No
5285,54,Male,Single,Sales,Assistant,1,14403,84,27,3,3,4,5,4,97,No,9,37,3,4,3,4,25,2,No
1150,33,Male,Single,Sales,Assistant,4,16709,99,23,3,5,4,3,1,6,No,9,45,19,1,3,2,16,4,Yes
7151,38,Female,Single,Marketing,Assistant,2,16400,63,25,1,0,4,3,2,22,No,2,47,17,3,1,3,8,4,No
1569,41,Male,Single,Finance,Executive,5,9704,38,7,3,9,4,4,1,13,No,4,56,3,4,1,3,44,4,Yes
1088,48,Male,Single,IT,Assistant,2,16492,34,2,5,2,4,2,2,53,No,6,46,18,3,3,2,8,4,No
6086,36,Male,Married,IT,Assistant,5,15850,63,25,7,5,4,1,1,4,Yes,2,52,3,4,2,4,16,4,No
8675,47,Female,Married,IT,Manager,1,15679,17,13,9,1,3,1,3,40,Yes,8,48,15,3,2,3,26,1,No
8342,57,Female,Married,HR,Assistant,2,10663,92,19,5,8,4,4,2,2,Yes,4,35,0,2,2,4,43,2,No
7812,30,Male,Married,Finance,Assistant,2,18954,50,1,8,2,1,4,1,75,Yes,6,43,9,4,4,1,34,3,No
6085,29,Female,Single,Sales,Manager,5,15404,84,10,10,4,3,1,1,83,Yes,3,32,11,3,2,3,30,2,No
8774,46,Male,Married,HR,Executive,4,3761,36,25,1,4,4,4,1,16,No,3,54,16,3,3,3,41,1,No
8758,31,Male,Single,Finance,Analyst,5,10004,40,19,6,7,1,4,4,64,Yes,2,56,5,2,1,1,29,4,No
1693,58,Male,Single,Marketing,Executive,4,15956,71,24,5,3,4,4,4,20,Yes,6,32,9,3,3,3,7,3,Yes
4735,40,Female,Divorced,Sales,Analyst,3,8577,22,11,9,2,3,1,2,31,Yes,7,53,19,4,1,2,6,1,No
3388,53,Female,Married,Sales,Assistant,3,9947,21,24,7,9,4,4,1,30,No,8,44,19,2,2,4,11,3,No
3647,55,Female,Married,IT,Assistant,2,12005,80,8,13,0,1,1,1,93,Yes,6,55,8,1,4,3,9,3,No
1684,51,Female,Married,Marketing,Executive,4,6156,47,8,14,4,1,1,4,14,Yes,3,37,18,4,3,4,13,2,No
9,30,Female,Married,IT,Analyst,4,18105,95,17,10,2,2,3,3,51,Yes,8,42,4,3,3,1,39,4,No
6063,57,Male,Married,HR,Analyst,2,9109,60,8,13,9,4,5,1,32,No,6,53,2,2,2,3,36,4,Yes
6517,55,Male,Married,Finance,Assistant,2,17962,20,26,12,6,3,2,2,58,Yes,9,48,8,4,1,3,9,4,No
4124,53,Female,Married,Marketing,Analyst,2,3909,98,2,8,5,4,2,2,79,Yes,2,39,17,1,1,1,48,3,No
8730,42,Female,Single,Sales,Assistant,2,6373,93,19,6,4,2,5,1,38,Yes,3,56,15,2,2,1,35,2,No
6046,46,Female,Single,Sales,Assistant,1,3745,43,3,12,1,1,5,3,76,Yes,6,58,9,4,1,2,37,3,No
568,57,Male,Single,Marketing,Assistant,3,16084,99,21,11,6,2,4,4,67,No,1,52,17,2,3,3,18,2,No
9162,46,Male,Married,Marketing,Manager,4,11865,32,7,8,8,3,5,4,5,No,9,46,7,4,2,1,41,1,No
1804,59,Male,Divorced,Marketing,Executive,4,18142,83,13,1,6,2,2,4,79,Yes,8,35,19,1,2,2,34,4,Yes
8502,40,Male,Single,HR,Executive,4,11654,65,18,13,9,2,2,2,45,Yes,7,58,5,3,4,2,23,4,No
4901,40,Female,Divorced,Finance,Executive,5,13872,42,28,14,6,3,1,4,49,Yes,1,35,8,4,2,2,22,4,No
1600,52,Male,Single,Marketing,Assistant,1,18157,73,2,8,0,2,4,2,72,No,1,53,4,2,1,1,2,2,No
7932,47,Female,Single,IT,Executive,4,16061,56,8,14,4,1,3,3,17,Yes,6,57,15,2,4,1,31,2,No
9548,42,Female,Married,HR,Analyst,1,15565,56,2,4,7,3,2,2,16,No,8,40,0,3,4,4,39,3,No
2824,43,Male,Married,Finance,Analyst,4,14114,38,19,12,2,4,2,4,56,Yes,9,46,15,2,3,4,25,2,Yes
5468,42,Male,Divorced,Finance,Executive,5,5470,85,25,8,3,4,5,3,85,No,8,47,1,1,3,3,14,2,No
3530,55,Female,Divorced,Marketing,Executive,1,4924,45,26,14,7,1,2,1,34,Yes,1,30,15,4,3,3,40,4,No
8684,34,Male,Married,Sales,Executive,2,15045,86,29,4,1,2,4,3,13,No,6,52,2,3,1,3,14,3,No
1156,28,Female,Divorced,Sales,Assistant,1,6470,99,9,11,0,2,1,3,24,No,3,34,10,3,1,3,11,4,No
6548,53,Female,Married,HR,Analyst,2,17492,87,9,7,6,4,1,1,1,No,2,33,15,2,1,1,23,2,No
9089,46,Female,Single,HR,Executive,2,9025,39,11,7,5,3,4,1,33,No,3,50,12,3,4,2,4,4,No
7621,30,Female,Single,Sales,Assistant,4,15665,25,17,11,1,2,2,4,4,No,9,33,10,1,3,3,26,1,No
8297,37,Female,Married,Sales,Analyst,4,5355,27,17,14,2,2,5,2,88,Yes,6,55,11,1,3,1,37,4,No
4541,51,Female,Divorced,HR,Assistant,1,13204,38,4,8,6,1,2,1,12,No,7,54,7,3,3,4,19,3,No
9135,36,Female,Divorced,Sales,Assistant,1,4038,57,26,4,5,1,5,2,37,No,9,51,8,1,4,4,41,3,No
6483,58,Female,Divorced,IT,Manager,5,9513,98,23,14,1,3,1,2,19,Yes,3,50,5,1,1,4,29,3,No
5827,44,Male,Divorced,Finance,Analyst,2,4986,82,13,5,0,4,2,1,43,No,3,38,4,1,1,2,27,2,Yes
1191,47,Male,Single,IT,Assistant,2,14218,24,23,11,8,3,4,1,80,Yes,5,40,12,3,3,3,42,4,Yes
7445,54,Female,Married,Finance,Manager,3,19300,47,3,7,5,3,5,3,53,No,4,55,7,2,3,4,14,2,No
8521,42,Male,Married,IT,Assistant,3,6008,60,21,8,1,4,3,2,19,No,3,43,2,4,1,3,9,2,No
961,27,Male,Divorced,IT,Assistant,5,10271,44,6,4,3,4,5,2,67,Yes,9,37,19,1,3,3,20,4,No
7455,39,Male,Single,Sales,Assistant,5,6813,21,6,6,8,1,4,1,63,Yes,1,35,2,3,3,4,47,2,No
37,37,Female,Divorced,Marketing,Analyst,2,19000,89,27,7,3,4,4,3,29,Yes,1,36,0,3,3,3,22,1,No
7517,42,Male,Single,IT,Analyst,3,15480,38,28,12,4,4,3,2,54,No,1,31,5,4,2,2,16,3,No
7645,47,Male,Divorced,Finance,Manager,4,16540,16,15,8,5,3,3,2,58,No,1,31,13,1,1,4,32,1,No
4439,34,Male,Married,Sales,Analyst,5,3004,77,1,3,8,4,1,4,60,No,9,54,7,1,3,1,21,3,No
6162,52,Female,Married,Finance,Assistant,3,5312,81,21,4,3,3,3,2,27,No,3,55,10,3,1,2,37,1,No
7745,27,Male,Divorced,Finance,Executive,3,10989,37,16,2,6,3,5,1,19,Yes,4,46,19,3,3,2,36,2,No
9588,56,Male,Single,Marketing,Manager,5,5617,67,26,6,3,4,1,3,57,No,1,39,10,4,1,3,26,3,No
8120,58,Female,Married,Marketing,Analyst,2,17867,33,1,8,8,2,3,4,98,No,8,58,8,1,2,4,47,4,Yes
6968,22,Male,Divorced,IT,Assistant,4,13517,18,29,7,4,2,3,4,7,No,5,48,17,2,2,3,27,1,No
5719,37,Male,Single,Marketing,Analyst,2,12180,94,18,12,2,4,2,2,64,Yes,3,44,1,3,2,3,20,4,No
578,38,Male,Married,IT,Analyst,5,4077,69,4,11,7,1,2,3,18,No,6,34,11,3,2,4,48,2,Yes
9834,23,Female,Married,Marketing,Analyst,1,5224,57,26,1,1,3,4,3,57,No,6,54,12,1,1,3,37,1,Yes
4103,21,Male,Married,Marketing,Analyst,2,6386,60,1,9,5,3,5,2,38,No,9,30,8,1,1,2,47,1,Yes
7647,27,Female,Married,HR,Assistant,2,13976,26,5,11,5,2,3,3,36,Yes,8,38,19,3,2,3,23,2,No
4152,56,Male,Married,Finance,Analyst,1,7405,38,28,2,4,4,2,1,68,Yes,6,54,10,1,2,3,43,2,No
3131,24,Male,Married,IT,Assistant,5,4959,87,20,14,8,1,4,3,98,Yes,3,51,12,3,4,2,3,4,No
4891,49,Female,Married,Finance,Analyst,5,9019,54,2,12,0,3,3,2,42,No,6,40,12,4,4,2,45,3,Yes
9976,46,Male,Married,Sales,Executive,2,4685,41,11,2,5,3,4,4,93,Yes,7,58,6,2,1,2,15,1,Yes
7472,24,Female,Divorced,Finance,Executive,1,15150,85,19,6,7,4,2,2,64,Yes,8,49,16,1,4,3,14,2,No
1834,38,Male,Single,Marketing,Manager,2,8883,51,1,8,3,1,5,4,9,Yes,5,57,16,1,1,4,20,4,No
9149,43,Female,Married,IT,Manager,2,7921,27,4,1,5,2,1,2,60,Yes,4,52,3,4,4,4,18,4,No
4892,44,Male,Divorced,Marketing,Manager,3,15932,35,15,1,2,1,3,4,71,No,8,55,17,4,2,3,2,1,No
2288,50,Female,Divorced,IT,Analyst,4,19992,71,19,1,6,3,5,2,2,Yes,9,30,0,3,4,4,37,1,No
1331,56,Female,Married,IT,Analyst,4,16700,65,16,4,5,2,5,2,63,No,5,40,18,3,3,3,13,1,Yes
2772,57,Female,Single,Sales,Analyst,4,8746,17,19,9,3,2,4,4,47,No,6,52,11,2,1,2,18,4,No
3687,34,Female,Married,Finance,Executive,1,16169,47,29,2,9,2,3,1,40,No,8,56,2,3,3,2,40,4,No
8284,34,Female,Married,Marketing,Assistant,5,15941,98,17,7,7,4,4,2,52,Yes,9,34,17,2,1,1,21,2,No
5929,48,Male,Divorced,HR,Assistant,5,4320,39,9,6,2,1,5,3,30,No,6,48,5,3,4,2,39,2,No
638,54,Female,Divorced,Sales,Analyst,2,3396,76,14,12,1,4,1,1,48,No,2,32,16,2,2,1,5,1,No
48,54,Male,Single,Sales,Assistant,2,16054,82,29,13,2,4,3,1,19,Yes,2,49,14,4,4,1,39,3,No
2603,41,Male,Married,Marketing,Assistant,4,19088,76,28,12,8,1,1,3,87,No,1,39,13,2,4,1,22,4,Yes
1966,41,Female,Married,Finance,Manager,1,13701,61,28,2,0,4,3,4,80,Yes,4,42,19,4,2,1,34,4,No
2169,54,Male,Married,Finance,Assistant,4,6461,98,5,12,0,1,2,2,19,No,7,36,17,4,4,1,43,2,No
5050,31,Female,Single,Marketing,Analyst,4,9734,19,24,12,5,4,3,1,29,No,4,43,7,3,1,3,14,2,Yes
3335,42,Female,Single,Marketing,Executive,4,12794,38,5,3,6,3,5,1,45,No,2,37,18,1,4,4,27,2,No
3020,24,Male,Single,Finance,Assistant,4,6201,37,14,1,1,4,3,1,27,Yes,7,33,19,2,4,2,41,1,No
8765,45,Male,Married,IT,Assistant,1,5348,36,14,4,4,4,2,2,24,Yes,6,42,19,2,4,3,16,1,No
9177,39,Male,Married,Marketing,Analyst,1,18414,40,14,7,6,1,4,3,21,No,6,52,3,2,4,2,23,2,No
1361,42,Male,Divorced,Finance,Executive,4,7659,53,10,13,9,4,5,4,94,Yes,9,51,3,4,3,2,46,4,No
5799,22,Male,Married,Finance,Executive,5,10719,40,8,4,3,1,1,1,32,No,4,37,17,4,3,1,42,1,No
9401,53,Male,Married,HR,Assistant,1,3647,69,28,11,2,2,5,4,3,No,4,59,12,1,3,2,41,4,No
3252,31,Male,Single,Finance,Executive,2,17590,38,9,14,0,2,2,4,11,Yes,3,30,0,2,3,2,3,3,No
6301,52,Male,Married,HR,Manager,2,13214,20,17,5,9,1,4,4,79,Yes,5,52,7,2,3,2,4,1,No
2252,38,Male,Single,Sales,Executive,5,5594,17,21,3,1,3,3,3,48,Yes,3,39,7,2,2,4,1,3,No
6028,33,Male,Married,Marketing,Executive,3,8853,20,5,2,6,3,1,2,70,No,9,47,4,2,4,3,49,3,No
1176,42,Male,Divorced,Marketing,Assistant,1,14860,59,10,6,7,4,1,2,34,Yes,3,50,0,2,4,3,35,4,Yes
8800,44,Female,Married,Sales,Manager,1,15237,46,14,12,8,3,2,1,89,No,4,55,19,2,2,3,30,1,No
3280,38,Female,Divorced,Marketing,Assistant,1,4621,38,10,6,7,2,4,2,60,Yes,7,48,1,1,3,2,44,3,No
2974,55,Male,Divorced,IT,Analyst,4,12288,99,3,10,2,3,4,3,17,Yes,9,57,4,3,4,3,15,2,No
3397,31,Male,Divorced,Marketing,Executive,2,14256,17,10,5,9,4,3,1,93,Yes,4,35,17,3,2,2,31,2,No
6940,37,Female,Married,IT,Executive,4,12686,34,6,13,4,2,1,3,74,Yes,5,30,5,1,3,1,16,2,No
966,21,Male,Divorced,Finance,Manager,5,12225,36,2,8,8,3,1,3,63,Yes,2,49,5,1,2,3,6,3,Yes
8575,38,Female,Divorced,Sales,Executive,4,17816,20,9,13,7,3,3,3,65,No,9,36,19,2,1,4,2,2,Yes
743,31,Male,Single,HR,Analyst,2,5391,54,17,12,6,4,5,3,80,Yes,1,55,12,1,2,2,38,4,No
7515,37,Female,Married,Marketing,Manager,5,3506,40,17,8,7,4,3,4,48,No,8,39,18,1,3,1,38,4,No
3315,54,Male,Divorced,Finance,Executive,4,7887,57,3,5,9,2,2,4,26,Yes,7,45,9,3,2,4,31,2,No
4899,30,Male,Single,Sales,Manager,4,6844,68,27,14,0,4,3,3,93,Yes,5,34,13,4,3,3,1,2,No
9341,29,Male,Single,Marketing,Manager,4,16758,69,19,6,7,1,1,4,90,No,1,58,14,4,4,4,11,3,No
4673,44,Male,Divorced,HR,Manager,3,16935,37,25,10,9,1,5,4,60,Yes,6,58,14,1,3,3,18,4,No
8619,33,Male,Single,Marketing,Assistant,2,6131,31,26,2,8,3,4,1,95,Yes,4,56,4,2,3,4,2,1,No
1218,21,Male,Divorced,Sales,Executive,3,18500,20,17,10,9,1,1,4,67,No,9,34,2,3,4,4,33,2,No
4398,55,Male,Divorced,HR,Assistant,2,11728,46,6,14,1,1,5,1,71,Yes,3,59,1,4,4,4,10,3,No
6081,40,Female,Married,IT,Executive,2,18710,59,28,6,2,3,1,3,9,No,6,32,14,3,1,2,18,4,No
2615,54,Female,Single,Sales,Executive,5,12021,92,5,14,8,2,1,2,57,Yes,7,33,12,1,2,2,4,3,No
2621,24,Female,Married,Sales,Analyst,4,10203,70,6,10,4,1,5,3,60,No,3,43,14,4,4,1,31,3,No
8715,57,Female,Married,Finance,Assistant,5,15522,96,29,7,8,4,1,3,49,Yes,2,43,7,4,1,1,33,2,No
7283,56,Female,Married,Finance,Analyst,1,3095,42,8,1,8,3,4,1,12,No,6,30,6,3,4,2,26,2,No
3380,47,Female,Single,Sales,Assistant,1,8315,91,12,3,0,2,3,3,72,No,3,39,6,1,2,1,46,2,No
7302,52,Female,Single,HR,Analyst,1,18721,89,25,1,7,2,5,2,32,Yes,7,57,8,1,1,3,29,3,No
9858,54,Male,Married,Finance,Manager,3,11233,89,15,11,1,3,1,2,77,Yes,8,49,19,2,3,4,26,4,Yes
5606,48,Female,Single,Marketing,Executive,2,5937,18,8,2,3,2,3,1,16,No,3,35,5,4,2,1,8,2,No
9814,35,Female,Single,IT,Analyst,1,7862,52,11,8,0,2,1,1,53,Yes,8,34,15,3,2,3,22,2,Yes
5787,43,Male,Divorced,IT,Executive,5,18977,72,9,6,8,3,4,4,35,No,5,55,14,3,1,1,21,4,No
8519,28,Male,Single,IT,Analyst,3,8099,43,23,12,2,4,2,2,68,Yes,1,41,14,2,4,2,25,1,No
6851,25,Male,Divorced,HR,Executive,2,5646,78,16,6,0,4,4,3,80,Yes,6,55,4,3,2,2,8,1,No
1517,33,Male,Divorced,Sales,Executive,4,5600,97,5,8,2,3,4,2,85,Yes,5,30,4,3,1,4,34,1,No
5099,31,Male,Single,Marketing,Manager,4,11837,72,16,6,8,1,4,1,9,No,7,32,13,1,4,4,27,2,No
7637,39,Male,Divorced,HR,Assistant,5,6564,35,4,14,7,4,4,1,96,No,7,39,7,3,2,1,15,3,No
9086,50,Female,Married,Finance,Manager,1,6499,87,15,6,9,4,1,3,82,Yes,6,57,17,4,3,3,23,2,No
8024,27,Female,Single,HR,Assistant,1,18527,73,2,2,4,1,5,4,65,No,5,44,11,3,4,1,22,2,Yes
2393,21,Female,Married,HR,Manager,4,13859,53,23,13,6,4,4,4,4,No,7,44,11,1,4,4,10,1,No
587,42,Female,Divorced,IT,Analyst,4,11124,98,20,6,9,1,3,4,27,No,3,51,1,4,2,2,34,4,No
3520,58,Male,Divorced,Finance,Assistant,4,12533,96,26,14,0,2,3,2,76,No,7,51,14,3,4,3,26,3,No
7654,54,Female,Divorced,Marketing,Executive,3,8082,35,25,5,1,4,3,3,36,Yes,2,35,8,2,2,1,37,2,Yes
8947,33,Male,Divorced,Sales,Executive,2,18650,28,28,7,5,2,5,2,95,No,5,49,6,1,1,1,27,1,No
851,45,Female,Married,HR,Analyst,5,3750,76,26,8,2,3,4,3,54,No,8,56,10,4,4,2,18,2,No
336,20,Male,Married,IT,Executive,2,7677,22,11,8,1,3,5,3,25,Yes,9,56,15,1,1,4,46,3,No
6635,37,Female,Divorced,Sales,Assistant,4,13496,73,29,9,8,2,5,1,14,No,7,31,19,4,4,2,26,4,No
8973,47,Female,Single,IT,Manager,2,5779,44,26,8,0,4,3,1,78,No,5,59,16,4,1,4,38,4,No
7494,28,Female,Married,HR,Analyst,5,17559,15,3,1,3,2,5,2,76,No,1,47,14,1,2,1,21,3,No
2869,38,Female,Divorced,Marketing,Assistant,2,12473,17,27,1,7,4,4,4,47,Yes,9,40,17,1,4,1,23,4,No
4873,31,Female,Married,Sales,Manager,3,14698,61,1,12,9,2,5,1,62,No,8,35,1,3,4,3,38,1,No
3551,20,Male,Divorced,IT,Assistant,4,14228,35,28,9,3,3,1,1,60,No,1,47,12,2,4,3,39,1,No
3843,52,Male,Single,Finance,Assistant,3,19823,86,15,5,3,3,2,3,98,Yes,7,53,1,4,3,1,35,4,Yes
7263,39,Female,Married,Finance,Manager,1,4098,45,20,8,7,3,1,3,83,Yes,1,51,19,1,2,2,7,1,No
5825,56,Female,Divorced,HR,Executive,4,7616,42,14,5,2,1,5,4,76,Yes,8,36,4,3,3,2,32,1,No
24,31,Female,Divorced,Marketing,Executive,4,8159,70,24,9,1,2,4,4,70,No,8,32,6,2,3,1,10,1,No
1454,59,Male,Divorced,Sales,Analyst,3,5949,25,28,10,2,4,5,3,78,No,9,45,1,2,1,2,20,2,No
1685,55,Female,Single,Finance,Analyst,4,19959,80,18,3,5,3,3,1,78,Yes,1,58,9,2,1,1,45,3,No
2311,51,Female,Single,Finance,Manager,4,13063,99,6,13,3,2,1,4,29,No,1,58,1,2,2,4,42,1,Yes
9064,34,Male,Divorced,Sales,Executive,4,13589,40,27,3,6,3,2,4,61,No,6,38,16,3,3,1,11,1,No
9407,26,Male,Married,Sales,Manager,1,5830,65,21,2,7,2,3,3,56,Yes,4,35,19,1,3,3,22,2,Yes
382,44,Female,Divorced,HR,Assistant,1,3986,80,15,14,3,1,1,2,95,No,9,48,3,2,3,1,45,4,Yes
5815,26,Male,Divorced,Marketing,Assistant,5,8905,23,2,2,5,2,3,1,20,Yes,8,35,1,4,2,2,23,4,No
5551,49,Female,Divorced,Sales,Assistant,4,15339,56,10,10,6,2,2,4,3,No,2,55,13,3,1,3,45,4,No
9309,45,Female,Married,Sales,Assistant,1,15891,62,5,13,9,2,3,4,80,No,7,48,7,1,1,2,36,1,Yes
1619,34,Female,Divorced,Marketing,Assistant,3,14704,83,13,11,6,3,5,1,25,No,6,33,10,2,2,3,17,1,Yes
790,44,Male,Married,Sales,Assistant,1,13496,96,16,10,4,2,2,1,10,No,3,48,7,4,2,4,28,1,No
5984,39,Male,Single,HR,Manager,2,19867,70,4,14,4,2,5,3,49,No,4,54,17,3,4,3,36,3,No
8673,32,Male,Single,HR,Assistant,5,11208,93,9,6,0,2,2,2,78,No,8,42,17,4,2,1,45,4,No
4476,58,Female,Single,Finance,Executive,4,18350,65,23,4,1,2,4,2,26,No,6,55,8,2,4,2,19,3,No
5607,38,Male,Single,Sales,Executive,2,7196,89,15,11,0,1,5,1,33,No,2,32,17,2,4,2,28,4,No
9313,30,Female,Divorced,Finance,Manager,3,8004,71,19,13,3,4,5,2,6,No,6,48,11,4,1,4,20,4,No
5649,37,Male,Single,Finance,Analyst,3,19762,32,8,4,0,1,4,1,42,Yes,3,31,5,2,4,4,37,2,Yes
6217,48,Female,Married,IT,Executive,4,8559,70,2,10,7,2,2,2,57,Yes,5,53,10,2,2,4,17,4,No
2287,36,Female,Single,IT,Manager,1,13181,83,4,14,5,2,2,2,93,No,4,48,1,1,1,1,6,1,No
9994,21,Female,Married,Sales,Manager,3,8328,32,4,5,2,4,4,4,72,No,1,57,1,2,1,1,32,3,No
7579,28,Female,Married,Finance,Analyst,4,15317,73,1,8,1,2,3,1,27,No,6,44,1,2,3,3,1,3,No
1184,53,Male,Divorced,HR,Executive,5,3892,32,24,10,9,3,5,3,45,No,3,56,19,4,2,2,24,3,No
6002,46,Male,Married,IT,Analyst,5,5490,48,3,11,1,1,3,3,45,Yes,2,30,8,4,2,3,27,1,Yes
5091,43,Female,Single,IT,Analyst,4,5276,28,18,6,4,3,5,2,80,Yes,8,30,10,2,4,3,49,4,No
2517,29,Male,Divorced,Sales,Manager,2,18796,65,8,3,2,1,5,3,80,Yes,8,59,1,4,4,1,7,3,No
4123,50,Female,Divorced,Marketing,Executive,2,3080,55,12,7,0,3,4,1,36,No,9,41,8,3,3,1,15,2,No
5522,38,Female,Married,HR,Manager,1,19418,28,5,5,9,4,3,4,34,Yes,7,51,12,2,2,2,49,2,No
5628,29,Female,Single,Sales,Executive,5,11408,46,24,10,8,2,3,2,44,No,3,51,11,2,2,4,19,1,No
8361,20,Male,Single,Finance,Manager,5,12510,55,21,4,4,1,2,4,14,No,6,36,10,3,4,3,44,2,Yes
5873,23,Female,Divorced,Marketing,Executive,5,15868,98,18,14,5,4,2,1,28,Yes,5,44,16,1,1,2,34,2,No
8613,21,Male,Single,Finance,Executive,5,3735,93,29,9,6,4,5,4,77,No,2,36,18,1,2,4,32,1,No
7728,31,Male,Divorced,Finance,Assistant,1,19034,88,15,9,3,3,2,2,86,No,7,42,19,2,1,3,31,1,No
5969,23,Female,Divorced,Finance,Analyst,5,10061,77,1,12,9,3,2,2,52,Yes,2,54,15,4,1,2,36,2,No
1181,25,Male,Married,Sales,Analyst,1,15240,33,22,1,7,4,3,3,43,Yes,7,30,5,3,4,3,21,3,Yes
8763,28,Female,Single,Marketing,Analyst,5,18745,17,23,14,9,3,5,2,53,Yes,9,36,12,4,2,1,39,4,Yes
8236,59,Male,Divorced,Sales,Executive,2,15230,81,1,9,3,4,3,1,74,Yes,2,59,5,4,1,2,30,2,No
2819,28,Male,Single,Marketing,Executive,5,17533,91,3,7,6,3,4,3,19,Yes,4,54,13,2,1,1,21,2,No
9965,46,Male,Single,Finance,Manager,3,18834,83,6,13,3,2,2,1,3,Yes,8,35,0,3,4,3,42,1,Yes
8704,31,Male,Single,HR,Analyst,5,5757,60,7,3,0,2,2,4,87,No,4,33,19,2,4,1,16,4,No
6609,22,Male,Married,HR,Assistant,1,14357,21,7,5,5,1,5,4,19,No,2,36,1,3,2,4,44,2,No
2821,54,Female,Single,Finance,Analyst,5,7215,86,20,4,5,1,4,2,35,No,6,35,16,4,2,4,45,3,No
7536,58,Female,Single,Sales,Manager,4,16954,40,20,11,9,2,3,3,32,No,1,58,7,1,2,2,34,3,No
2261,42,Male,Divorced,Finance,Manager,4,3136,42,16,4,7,4,5,4,13,Yes,5,32,11,4,2,3,44,1,No
2240,59,Female,Single,IT,Analyst,2,12296,38,20,4,2,4,3,1,36,Yes,5,50,17,4,4,2,26,2,No
6022,22,Female,Married,IT,Assistant,5,12817,38,22,8,4,1,1,1,4,No,2,44,19,2,1,1,19,4,No
783,58,Male,Divorced,IT,Executive,5,17275,41,15,13,8,4,1,1,65,Yes,4,41,7,3,2,3,29,3,No
933,27,Male,Single,Sales,Analyst,2,14773,81,8,1,5,3,3,4,47,No,5,45,18,1,1,1,24,2,Yes
6203,39,Female,Divorced,Sales,Assistant,2,4557,93,24,2,5,4,1,1,42,Yes,7,51,4,4,3,2,23,2,No
2413,39,Female,Divorced,HR,Manager,2,10955,47,20,13,4,3,5,3,26,Yes,4,47,15,4,1,3,28,3,No
6998,35,Female,Single,Sales,Manager,4,8817,50,16,13,7,4,4,1,33,Yes,1,50,10,4,4,4,43,4,No
9116,43,Male,Single,HR,Manager,5,15208,28,22,10,2,4,2,1,10,Yes,4,40,10,2,2,4,48,3,No
1157,41,Female,Single,Sales,Manager,3,9900,91,14,13,9,4,3,4,27,Yes,6,36,18,3,3,3,26,2,Yes
8108,53,Female,Single,Finance,Executive,3,9465,87,27,3,1,4,2,1,25,Yes,5,54,8,4,1,1,16,2,Yes
5806,49,Male,Divorced,HR,Assistant,5,17279,22,24,9,0,3,2,4,92,Yes,8,51,10,2,3,4,38,3,No
4880,29,Male,Single,IT,Analyst,5,4985,16,29,8,9,4,4,1,79,Yes,5,40,17,1,2,3,1,1,No
3310,56,Male,Single,HR,Executive,4,15581,30,17,1,7,1,5,3,2,Yes,3,33,1,1,4,2,42,4,Yes
8962,33,Female,Married,Sales,Assistant,5,12678,61,23,8,8,1,3,1,77,No,7,53,9,1,4,3,42,1,Yes
1703,27,Male,Divorced,Sales,Manager,3,15830,60,22,7,1,3,4,4,12,No,5,52,18,4,3,1,46,4,Yes
2493,45,Male,Single,Finance,Assistant,3,5777,39,17,9,7,2,4,3,3,No,3,49,18,2,4,2,14,4,No
3707,22,Female,Married,Marketing,Executive,2,6549,26,13,9,6,4,2,3,62,Yes,4,51,6,3,1,1,32,1,No
8277,37,Male,Single,Finance,Executive,5,17098,40,27,10,9,4,3,4,33,Yes,2,57,16,2,1,2,8,4,No
287,52,Female,Married,Finance,Analyst,3,5006,93,18,1,5,1,4,3,70,No,8,44,14,2,3,3,44,2,No
1609,49,Female,Single,Finance,Assistant,2,7588,87,4,2,5,4,3,1,60,Yes,8,33,11,2,1,2,4,4,Yes
6632,36,Female,Married,Finance,Manager,5,19684,30,14,10,5,4,4,4,20,Yes,4,40,10,1,3,1,5,3,No
8279,28,Female,Single,HR,Analyst,3,6466,33,28,8,3,1,1,2,82,Yes,8,50,17,1,3,2,35,2,No
7316,25,Female,Married,HR,Assistant,2,17583,20,19,1,3,2,3,2,59,Yes,6,58,7,4,3,2,1,3,No
2253,24,Male,Single,HR,Assistant,1,7967,56,10,10,1,4,5,3,78,Yes,8,49,6,1,2,1,19,4,No
7416,22,Female,Single,Marketing,Analyst,3,16887,28,22,4,6,1,4,3,25,Yes,1,51,10,2,4,2,41,2,No
8366,26,Male,Married,Sales,Manager,2,7699,54,27,10,1,3,3,3,0,No,9,54,6,4,4,3,27,2,No
1892,55,Male,Divorced,Finance,Analyst,1,12279,72,26,10,8,3,4,2,67,No,3,47,12,4,2,2,13,1,No
5063,59,Female,Single,Sales,Executive,3,8115,69,28,6,6,1,1,2,11,No,4,49,17,3,3,1,20,1,Yes
